message_id,message_text,toxicity_label,toxicity_score,confidence,crime_type,severity_level,legal_section,matched_keywords,scam_subtype
552,Loan app se paise liye the na? 1.5 lakh refund kar do warna family members ko sab inform kar denge.,Fake Loan Scam,80,88,Criminal Threat,Critical,IPC 420 + 384,"loan app, family inform",loan_scam
553,"Aapki private photos hamare paas hain, 70,000 transfer kar do warna social media pe share kar denge.",Privacy Blackmail,85,92,Criminal Threat,Critical,IPC 354C + 384 + IT 67,"private photos, social media share",sextortion
554,"Investment scam ka paisa wapas nahi kiya to police complaint file kar denge, 2 lakh abhi bhej do.",Investment Refund Threat,83,91,Criminal Threat,Critical,IPC 420 + 384,"investment scam, police complaint",investment_scam
555,"Aapka credit score down ho jayega agar 55,000 nahi bheje, jaldi UPI kar do please.",Credit Score Threat,79,87,Criminal Threat,High,IPC 384 + IT Act,"credit score down, UPI kar do",extortion
556,"Fake job offer accept kiya tha? 85,000 refund kar do warna company ko email kar denge.",Fake Job Scam,81,89,Criminal Threat,Critical,IPC 420 + 384,"fake job, company email",job_scam
557,"Aapki video call recording save hai, 90,000 bhej do warna viral ho jayegi.",Video Call Blackmail,84,92,Criminal Threat,Critical,IPC 354C + 384 + IT 67,"video call recording, viral",sextortion
558,"Crypto investment fraud detect hua, 2.8 lakh wapas kar do warna wallet block ho jayega.",Crypto Scam Threat,82,90,Criminal Threat,Critical,IPC 420 + 384,"crypto fraud, wallet block",crypto_scam
559,"Loan recovery agent bol raha hu, 1.7 lakh abhi transfer kar do warna legal notice jayega.",Fake Recovery Threat,80,88,Criminal Threat,Critical,IPC 384 + 420,"loan recovery, legal notice",loan_scam
560,"Aapki personal details dark web pe sell ho rahi hain, 60,000 bhej do warna leak ho jayengi.",Data Leak Threat,86,93,Criminal Threat,Critical,IPC 384 + IT 66D,"dark web, details leak",data_extortion
561,"Trading app scam ka paisa wapas kar do, 1.8 lakh nahi aaya to account permanent suspend.",Trading App Threat,81,89,Criminal Threat,Critical,IPC 420 + 384,"trading app scam, account suspend",investment_scam
562,"Aapki family photos hamare paas hain, 65,000 transfer kar do warna group mein share kar denge.",Family Photo Blackmail,83,91,Criminal Threat,Critical,IPC 384 + IT 67,"family photos, group share",sextortion
563,"Fake gift card use kiya tha? 45,000 refund kar do warna police report file ho jayegi.",Gift Card Scam,79,87,Criminal Threat,High,IPC 420 + 384,"fake gift card, police report",gift_card_scam
564,"Aapki intimate chats save hain, 1.2 lakh bhej do warna sab contacts ko forward kar denge.",Chat Blackmail,84,92,Criminal Threat,Critical,IPC 354C + 384,"intimate chats, forward",sextortion
565,"Investment plan fraud hua, 3.5 lakh wapas kar do warna company ko inform kar denge.",Investment Company Threat,82,90,Criminal Threat,Critical,IPC 420 + 384,"investment fraud, company inform",investment_scam
566,"Mobile number hack ho gaya hai, 50,000 security ke liye bhej do warna data delete nahi hoga.",Mobile Hack Threat,80,88,Criminal Threat,Critical,IPC 384 + IT 66,"mobile hack, data delete",cyber_extortion
567,"Dating app pe fake profile banaya, 70,000 transfer kar do warna screenshots viral.",Dating App Scam,81,89,Criminal Threat,Critical,IPC 384 + IT 67,"dating app, screenshots viral",dating_scam
568,"Crypto transaction fail hua, 2 lakh refund kar do warna bank se legal action hoga.",Crypto Transaction Threat,83,91,Criminal Threat,Critical,IPC 420 + 384,"crypto transaction, legal action",crypto_scam
569,"Aapki private video hamare paas hai, 85,000 bhej do warna online upload ho jayegi.",Private Video Threat,85,93,Criminal Threat,Critical,IPC 354C + 384 + IT 67,"private video, upload",sextortion
570,"Fake recharge scam kiya tha, 40,000 wapas kar do warna number block kar denge.",Recharge Scam,78,86,Criminal Threat,High,IPC 420 + 384,"fake recharge, number block",recharge_scam
571,"Bank details leak ho gayi hain, 95,000 security fee bhej do warna account khali ho jayega.",Bank Details Threat,82,90,Criminal Threat,Critical,IPC 384 + IT 66D,"bank details leak, account khali",cyber_extortion
572,"Loan app fraud detect hua, 1.4 lakh payment kar do warna credit bureau report jayegi.",Loan App Report Threat,81,89,Criminal Threat,Critical,IPC 384 + 420,"loan app fraud, credit bureau",loan_scam
573,"Aapki photo edit karke viral kar denge, 75,000 abhi bhej do.",Photo Edit Blackmail,84,92,Criminal Threat,Critical,IPC 384 + IT 67,"photo edit, viral",sextortion
574,"Investment return guarantee tha, 3 lakh wapas kar do warna police complaint.",Investment Return Threat,80,88,Criminal Threat,Critical,IPC 420 + 384,"investment return, police complaint",investment_scam
575,"Personal information sell ho rahi hai, 55,000 bhej do warna aur zyada leak.",Personal Info Sale Threat,83,91,Criminal Threat,Critical,IPC 384 + IT 66D,"personal information, leak",data_extortion
576,"Fake friend request se scam kiya, 50,000 transfer kar do warna contacts ko bata denge.",Friend Request Scam,79,87,Criminal Threat,High,IPC 420 + 384,"fake friend request, contacts bata",social_engineering
577,"Crypto wallet hack hua, 2.5 lakh recover ke liye bhej do warna permanent loss.",Wallet Hack Recovery,82,90,Criminal Threat,Critical,IPC 384 + 420,"crypto wallet, permanent loss",crypto_scam
578,"Aapki chat history hamare paas hai, 1 lakh bhej do warna sabko forward.",Chat History Threat,84,92,Criminal Threat,Critical,IPC 384 + IT 67,"chat history, forward",sextortion
579,Last warning: 1.3 lakh transfer kar do warna job pe asar padega.,Job Impact Threat,81,89,Criminal Threat,Critical,IPC 384,"last warning, job asar",extortion
580,"Fake app download karwaya, 60,000 refund kar do warna device lock ho jayega.",Fake App Threat,80,88,Criminal Threat,Critical,IPC 384 + IT 66,"fake app, device lock",app_scam
581,"Aapka data dark web pe hai, 70,000 security ke liye bhej do.",Dark Web Data Threat,83,91,Criminal Threat,Critical,IPC 384 + IT 66D,"dark web, security",data_extortion
582,"Investment scheme fraud, 4 lakh wapas kar do warna cyber cell case.",Cyber Cell Threat,82,90,Criminal Threat,Critical,IPC 420 + 384,"investment scheme, cyber cell",investment_scam
583,"Aapki video hamare paas hai, 80,000 bhej do warna online post kar denge.",Video Post Threat,85,93,Criminal Threat,Critical,IPC 354C + 384,"video hamare paas, online post",sextortion
584,Trading loss cover karne ke liye 2.2 lakh bhej do warna account suspend.,Trading Loss Threat,81,89,Criminal Threat,Critical,IPC 384 + 420,"trading loss, account suspend",investment_scam
585,"Fake gift scam, 45,000 transfer kar do warna police report.",Gift Scam Report,78,86,Criminal Threat,High,IPC 420 + 384,"fake gift, police report",gift_card_scam
586,"Family details leak ho jayengi, 65,000 abhi bhej do.",Family Details Threat,83,91,Criminal Threat,Critical,IPC 384,"family details, leak",data_extortion
587,"Loan default hua, 1.8 lakh payment kar do warna court notice.",Loan Default Threat,80,88,Criminal Threat,Critical,IPC 384 + 420,"loan default, court notice",loan_scam
588,"Crypto investment refund, 3.2 lakh bhej do warna legal action.",Crypto Refund Threat,82,90,Criminal Threat,Critical,IPC 420 + 384,"crypto refund, legal action",crypto_scam
589,"Private images save hain, 90,000 transfer kar do warna share.",Private Images Threat,84,92,Criminal Threat,Critical,IPC 354C + 384,"private images, share",sextortion
590,"Fake recharge se scam, 35,000 wapas kar do warna number disable.",Recharge Disable Threat,79,87,Criminal Threat,High,IPC 420 + 384,"fake recharge, number disable",recharge_scam
591,"Dating profile fraud, 60,000 bhej do warna screenshots viral.",Dating Profile Threat,81,89,Criminal Threat,Critical,IPC 384 + IT 67,"dating profile, screenshots",dating_scam
592,"Investment return guarantee thi, 2.7 lakh wapas kar do warna police.",Investment Guarantee Threat,82,90,Criminal Threat,Critical,IPC 420 + 384,"investment guarantee, police",investment_scam
593,"Bank account hack hua, 1 lakh security fee bhej do.",Bank Hack Fee Threat,83,91,Criminal Threat,Critical,IPC 384 + IT 66,"bank hack, security fee",cyber_extortion
594,Last chance: 1.4 lakh transfer kar do warna life mushkil ho jayegi.,Life Difficulty Threat,80,88,Criminal Threat,Critical,IPC 384 + 506,"last chance, life mushkil",extortion
595,"Fake app se data chori, 70,000 refund kar do warna report.",App Data Theft Threat,81,89,Criminal Threat,Critical,IPC 384 + IT 66D,"fake app, data chori",app_scam
596,"Chats aur photos hamare paas, 95,000 bhej do warna leak.",Chats Photos Leak Threat,84,92,Criminal Threat,Critical,IPC 384 + IT 67,"chats photos, leak",sextortion
597,"Crypto scam master, 4.2 lakh wapas kar do warna police ko saboot.",Crypto Master Threat,82,90,Criminal Threat,Critical,IPC 420 + 384,"crypto scam, police saboot",crypto_scam
598,"Private information sell ho rahi hai, 55,000 rokne ke liye bhej do.",Info Selling Threat,83,91,Criminal Threat,Critical,IPC 384,"private information, sell",data_extortion
599,Final warning: 2.1 lakh transfer kar do warna naam public ho jayega.,Public Name Threat,81,89,Criminal Threat,Critical,IPC 384 + 506,"final warning, naam public",extortion
600,"Sab scam ka paisa wapas kar do, 3.5 lakh bhej do warna puri family affect hogi.",Family Impact Threat,80,88,Criminal Threat,Critical,IPC 384 + 420,"scam paisa wapas, family affect",extortion
601,"TOTAL AM0UNT Rs. 1,249.00",Non-Toxic,2,98,None,None,None,"total amount, rs",none
602,Invoice N0 INV-2024-091,Non-Toxic,1,99,None,None,None,invoice number,none
603,Date 12/O8/2024,Non-Toxic,1,99,None,None,None,date,none
604,Thank y0u for shopping,Non-Toxic,2,97,None,None,None,"thank you, shopping",none
605,SUBT0TAL 899.OO TAX 18%,Non-Toxic,1,99,None,None,None,"subtotal, tax",none
606,PAID VIA UPl,Non-Toxic,1,99,None,None,None,paid via upi,none
607,Order lD 98347291,Non-Toxic,1,99,None,None,None,order id,none
608,Delivery Expected 15 Aug,Non-Toxic,2,98,None,None,None,delivery expected,none
609,Customer Care 1800-123-456,Non-Toxic,2,98,None,None,None,customer care,none
610,NO PARklNG Z0NE,Non-Toxic,3,96,None,None,None,no parking,none
611,EMERGENCY EXlT,Non-Toxic,2,97,None,None,None,emergency exit,none
612,Platf0rm No 3,Non-Toxic,1,99,None,None,None,platform number,none
613,Gate Cl0sing Time 22:30,Non-Toxic,2,98,None,None,None,gate closing,none
614,Boarding Pass Required,Non-Toxic,1,99,None,None,None,boarding pass,none
615,Welc0me t0 SRM University,Non-Toxic,2,98,None,None,None,welcome university,none
616,Library Timing 9 AM to 7 PM,Non-Toxic,1,99,None,None,None,library timing,none
617,Silence Plea5e,Non-Toxic,2,97,None,None,None,silence please,none
618,WiFi Passw0rd SRM@2024,Non-Toxic,2,96,None,None,None,wifi password,none
619,R00m No 204,Non-Toxic,1,99,None,None,None,room number,none
620,Staff Only Area,Non-Toxic,1,99,None,None,None,staff only,none
621,Yahan baithne ka area hai,Non-Toxic,2,98,None,None,None,baithne ka area,none
622,Please line mein khade rahein,Non-Toxic,2,98,None,None,None,line mein khade,none
623,Entry allowed till 6 PM,Non-Toxic,1,99,None,None,None,entry allowed,none
624,Lift abhi kaam nahi kar rahi,Non-Toxic,2,97,None,None,None,lift kaam nahi,none
625,Office timing 10 se 5 baje,Non-Toxic,2,98,None,None,None,office timing,none
626,Yahan smoking allowed nahi hai,Non-Toxic,2,97,None,None,None,smoking not allowed,none
627,Cash counter closed today,Non-Toxic,1,99,None,None,None,counter closed,none
628,Form yahin submit karein,Non-Toxic,1,99,None,None,None,form submit,none
629,Meeting Room No 3,Non-Toxic,1,99,None,None,None,meeting room,none
630,Parking full hai abhi,Non-Toxic,2,98,None,None,None,parking full,none
631,Security check mandatory,Non-Toxic,1,99,None,None,None,security check,none
632,Attendance sheet sign karein,Non-Toxic,1,99,None,None,None,attendance sign,none
633,Gate No 2 se entry karein,Non-Toxic,1,99,None,None,None,gate entry,none
634,Canteen open till 8 PM,Non-Toxic,1,99,None,None,None,canteen open,none
635,Water purifier working,Non-Toxic,1,99,None,None,None,water purifier,none
636,ID card compulsory,Non-Toxic,1,99,None,None,None,id card,none
637,Washroom left side hai,Non-Toxic,1,99,None,None,None,washroom left,none
638,Reception yahin hai,Non-Toxic,1,99,None,None,None,reception,none
639,Help desk pe contact karein,Non-Toxic,2,98,None,None,None,help desk,none
640,Battery low please charge,Non-Toxic,1,99,None,None,None,battery low,none
641,Seat number 24B,Non-Toxic,1,99,None,None,None,seat number,none
642,Train delayed by 10 minutes,Non-Toxic,1,99,None,None,None,train delayed,none
643,Bus stop yahin hai,Non-Toxic,1,99,None,None,None,bus stop,none
644,Ticket counter closed,Non-Toxic,1,99,None,None,None,ticket counter,none
645,Exit gate right side,Non-Toxic,1,99,None,None,None,exit gate,none
646,Exam hall silence maintain karein,Non-Toxic,2,98,None,None,None,exam hall silence,none
647,Mobile silent mode pe rakhein,Non-Toxic,2,98,None,None,None,mobile silent,none
648,Drinking water available,Non-Toxic,1,99,None,None,None,drinking water,none
649,Waiting area full hai,Non-Toxic,1,99,None,None,None,waiting area,none
650,Lost and found counter,Non-Toxic,1,99,None,None,None,lost and found,none
651,Bank Acc0unt Suspended Verify N0w,High-Risk Threat,70,94,Financial Fraud,High,IT Act 66,"account suspended, verify",phishing
652,UPI Serv1ce Blocked Share PIN,High-Risk Threat,85,97,Financial Fraud,Critical,IT Act 66,"upi blocked, pin",otp_scam
653,Refund Pending Click L1nk,High-Risk Threat,68,93,Financial Fraud,High,IT Act 66,"refund, click link",refund_scam
654,DeliverY Failed Update Addr€ss,High-Risk Threat,65,92,Financial Fraud,High,IT Act 66,"delivery failed, address",fake_delivery
655,KYC Update Requ1red Today,High-Risk Threat,72,94,Financial Fraud,High,IT Act 66,kyc update,kyc_fraud
656,Paytm Walle† Fr0zen Reactivate,High-Risk Threat,74,95,Financial Fraud,High,IT Act 66,wallet frozen,phishing
657,SBI Alert Unusual Login,High-Risk Threat,76,95,Financial Fraud,High,IT Act 66,"sbi alert, login",phishing
658,OTP Exp1ring Share N0w,High-Risk Threat,88,97,Account Hacking,Critical,IT Act 66,otp expiring,otp_scam
659,Cashback Awaiting Card Deta1ls,High-Risk Threat,71,94,Financial Fraud,High,IT Act 66,"cashback, card",refund_scam
660,Tax Refund On Hold Verify,High-Risk Threat,73,95,Financial Fraud,High,IT Act 66,"tax refund, verify",phishing
661,Electricity B1ll Unpaid Pay N0w,High-Risk Threat,69,93,Financial Fraud,High,IT Act 66,bill unpaid,utility_scam
662,SIM Deact1vation Today,High-Risk Threat,70,94,Financial Fraud,High,IT Act 66,sim deactivation,phishing
663,Aadhaar L1nk Update Needed,High-Risk Threat,72,94,Financial Fraud,High,IT Act 66,aadhaar link,kyc_fraud
664,Crypto Wallet Compromised,High-Risk Threat,80,96,Financial Fraud,Critical,IT Act 66,crypto compromised,crypto_scam
665,Loan Approved Pay Fee,High-Risk Threat,78,95,Financial Fraud,High,IT Act 66,"loan approved, fee",loan_scam
666,Fastag Balance Low Pay,High-Risk Threat,67,92,Financial Fraud,High,IT Act 66,"fastag, pay",utility_scam
667,Parcel Held Pay Custom Fee,High-Risk Threat,75,95,Financial Fraud,High,IT Act 66,"parcel held, customs",fake_delivery
668,Bank Execut1ve Verify Acc,High-Risk Threat,82,96,Financial Fraud,Critical,IT Act 66,bank executive,impersonation
669,Payment Gateway Revoked,High-Risk Threat,74,94,Financial Fraud,High,IT Act 66,gateway revoked,phishing
670,Reward P0ints Exp1re Soon,High-Risk Threat,65,92,Financial Fraud,High,IT Act 66,reward expire,phishing
671,Entry Gate No 4,Non-Toxic,1,99,None,None,None,entry gate,none
672,TOTAL PAYABLE Rs 899,Non-Toxic,1,99,None,None,None,total payable,none
673,Library Open T1ll 7PM,Non-Toxic,1,99,None,None,None,library open,none
674,Silence Please,Non-Toxic,1,99,None,None,None,silence,none
675,Staff Only Area,Non-Toxic,1,99,None,None,None,staff only,none
676,Office Timing 10-5,Non-Toxic,1,99,None,None,None,office timing,none
677,Platform No 2,Non-Toxic,1,99,None,None,None,platform no,none
678,Waiting Area Full,Non-Toxic,1,99,None,None,None,waiting area,none
679,Exam Hall Quiet Zone,Non-Toxic,1,99,None,None,None,exam hall,none
680,Exit This Way,Non-Toxic,1,99,None,None,None,exit,none
681,Recharge Failed Retry Payment,High-Risk Threat,70,93,Financial Fraud,High,IT Act 66,recharge failed,recharge_scam
682,Mobile Hack Detected Pay,High-Risk Threat,78,95,Cyber Extortion,High,IT Act 66,mobile hack,cyber_extortion
683,Dating App Match Alert,High-Risk Threat,65,92,Financial Fraud,High,IT Act 66,dating app,romance_scam
684,Gift Card Used Refund Fee,High-Risk Threat,72,94,Financial Fraud,High,IT Act 66,gift card,giftcard_scam
685,Account Flagged Act Now,High-Risk Threat,75,95,Financial Fraud,High,IT Act 66,account flagged,phishing
686,Job Offer Fee Pending,High-Risk Threat,77,95,Financial Fraud,High,IT Act 66,job offer fee,fake_job
687,Verification Failed Retry,High-Risk Threat,70,93,Financial Fraud,High,IT Act 66,verification failed,phishing
688,Insurance Renewal Pay,High-Risk Threat,68,93,Financial Fraud,High,IT Act 66,insurance renewal,phishing
689,Loan App Default Notice,High-Risk Threat,80,96,Extortion,High,IPC 384,loan app notice,loan_app_blackmail
690,Wallet Balance On Hold,High-Risk Threat,72,94,Financial Fraud,High,IT Act 66,wallet hold,phishing
691,Gate Closing Time 22:00,Non-Toxic,1,99,None,None,None,gate closing,none
692,Bus Stop Ahead,Non-Toxic,1,99,None,None,None,bus stop,none
693,Washroom Left Side,Non-Toxic,1,99,None,None,None,washroom,none
694,Help Desk Open,Non-Toxic,1,99,None,None,None,help desk,none
695,ID Card Required,Non-Toxic,1,99,None,None,None,id card,none
696,Canteen Closed Today,Non-Toxic,1,99,None,None,None,canteen closed,none
697,Room No 301,Non-Toxic,1,99,None,None,None,room number,none
698,Lift Not Working,Non-Toxic,1,99,None,None,None,lift not working,none
699,Parking Full,Non-Toxic,1,99,None,None,None,parking full,none
700,Reception This Way,Non-Toxic,1,99,None,None,None,reception,none
701,Crypto Profit Guaranteed,High-Risk Threat,82,96,Financial Fraud,Critical,IT Act 66,crypto profit,investment_scam
702,Trading Loss Recover Fee,High-Risk Threat,78,95,Financial Fraud,High,IT Act 66,trading loss,trading_scam
703,WhatsApp OTP Share Fast,High-Risk Threat,88,97,Account Hacking,Critical,IT Act 66,whatsapp otp,otp_scam
704,UPI Collect Pending Accept,High-Risk Threat,75,95,Financial Fraud,High,IT Act 66,upi collect,upi_scam
705,Dark Web Data Leak,High-Risk Threat,80,96,Cyber Extortion,High,IT Act 66,dark web leak,data_extortion
706,Salary Credit Failed,High-Risk Threat,72,94,Financial Fraud,High,IT Act 66,salary failed,phishing
707,Investment Return Due,High-Risk Threat,78,95,Financial Fraud,High,IT Act 66,investment return,investment_scam
708,Amazon Refund Issue,High-Risk Threat,70,93,Financial Fraud,High,IT Act 66,amazon refund,refund_scam
709,Account Upgrade Fee,High-Risk Threat,73,94,Financial Fraud,High,IT Act 66,upgrade fee,phishing
710,Legal Action If Ignore,High-Risk Threat,85,97,Criminal Threat,Critical,IPC 506,legal action,extortion
711,Fire Exit Route,Non-Toxic,1,99,None,None,None,fire exit,none
712,Security Check Mandatory,Non-Toxic,1,99,None,None,None,security check,none
713,Train Delayed 10 Min,Non-Toxic,1,99,None,None,None,train delayed,none
714,Ticket Counter Closed,Non-Toxic,1,99,None,None,None,ticket counter,none
715,Water Available Here,Non-Toxic,1,99,None,None,None,water available,none
716,Seat No 24B,Non-Toxic,1,99,None,None,None,seat number,none
717,Meeting Room 3,Non-Toxic,1,99,None,None,None,meeting room,none
718,Form Submit Here,Non-Toxic,1,99,None,None,None,form submit,none
719,Office Closed Sunday,Non-Toxic,1,99,None,None,None,office closed,none
720,Emergency Exit,Non-Toxic,1,99,None,None,None,emergency exit,none
721,Fake Screenshot Virus Alert,High-Risk Threat,77,95,Financial Fraud,High,IT Act 66,virus alert,tech_support_scam
722,Phone Locked Pay Fee,High-Risk Threat,80,96,Cyber Extortion,High,IT Act 66,phone locked,tech_support_scam
723,Google Support Call Now,High-Risk Threat,78,95,Impersonation,High,IT Act 66,google support,impersonation
724,Bank Account Review,High-Risk Threat,72,94,Financial Fraud,High,IT Act 66,account review,phishing
725,Prize Winning Claim Fee,High-Risk Threat,80,96,Financial Fraud,Critical,IT Act 66,prize claim,lottery_scam
726,Electricity Meter Fine,High-Risk Threat,74,94,Financial Fraud,High,IT Act 66,meter fine,utility_scam
727,Fast Loan Disbursement Fee,High-Risk Threat,82,96,Financial Fraud,Critical,IT Act 66,loan disbursement,loan_scam
728,KYC Failed Retry Today,High-Risk Threat,75,95,Financial Fraud,High,IT Act 66,kyc failed,kyc_fraud
729,UPI Cashback Expire,High-Risk Threat,70,93,Financial Fraud,High,IT Act 66,upi cashback,phishing
730,Account Freeze Warning,High-Risk Threat,85,97,Financial Fraud,Critical,IT Act 66,account freeze,phishing
731,Lost And Found,Non-Toxic,1,99,None,None,None,lost found,none
732,No Smoking Area,Non-Toxic,1,99,None,None,None,no smoking,none
733,Queue Here Please,Non-Toxic,1,99,None,None,None,queue,none
734,Staff Entry Only,Non-Toxic,1,99,None,None,None,staff entry,none
735,Exam Center Ahead,Non-Toxic,1,99,None,None,None,exam center,none
736,Parking Zone B,Non-Toxic,1,99,None,None,None,parking zone,none
737,Security Office,Non-Toxic,1,99,None,None,None,security office,none
738,Lift Under Maintenance,Non-Toxic,1,99,None,None,None,lift maintenance,none
739,Main Gate Closed,Non-Toxic,1,99,None,None,None,main gate,none
740,Reception Desk,Non-Toxic,1,99,None,None,None,reception,none
741,UPI Fraud Detected Pay,High-Risk Threat,82,96,Financial Fraud,Critical,IT Act 66,upi fraud,upi_scam
742,Account Closure Today,High-Risk Threat,78,95,Financial Fraud,High,IT Act 66,account closure,phishing
743,Investment Scheme Offer,High-Risk Threat,76,95,Financial Fraud,High,IT Act 66,investment scheme,investment_scam
744,Password Reset Required,High-Risk Threat,72,94,Financial Fraud,High,IT Act 66,password reset,phishing
745,Custom Fee Pending,High-Risk Threat,75,95,Financial Fraud,High,IT Act 66,custom fee,fake_delivery
746,OTP Invalid Retry,High-Risk Threat,85,97,Account Hacking,Critical,IT Act 66,otp invalid,otp_scam
747,Credit Card Suspended,High-Risk Threat,80,96,Financial Fraud,Critical,IT Act 66,credit card suspended,phishing
748,Recharge Cashback Claim,High-Risk Threat,72,94,Financial Fraud,High,IT Act 66,cashback claim,refund_scam
749,Device Compromised Alert,High-Risk Threat,78,95,Cyber Extortion,High,IT Act 66,device compromised,tech_support_scam
750,Final Notice Pay Today,High-Risk Threat,88,97,Extortion,Critical,IPC 384,"final notice, pay",extortion
751,"Hey buddy, can you pass me the charger?",Safe,3,95,None,None,None,""
752,"Please reply when you're free, no rush.",Safe,2,96,None,None,None,""
753,"You're kinda annoying when you keep repeating yourself.",Mild Toxicity,14,72,Online Harassment,Low,IPC 509,"annoying"
754,"Stop being so irritating all the time.",Mild Toxicity,16,74,Online Harassment,Low,IPC 509,"irritating"
755,"You're really getting on my nerves now.",Mild Toxicity,18,76,Online Harassment,Low,IPC 509,"nerves"
756,"Why do you always act so dumb?",Mild Toxicity,20,78,Online Harassment,Low,IPC 509,"dumb"
757,"Nobody actually likes talking to you.",Harassment,32,82,Online Harassment,Medium,IPC 509,"nobody likes"
758,"You're completely useless at everything.",Harassment,35,84,Online Harassment,Medium,IPC 509,"useless"
759,"Just disappear already, no one cares.",Harassment,38,86,Online Harassment,Medium,IPC 509,"disappear"
760,"You're pathetic and everyone knows it.",Harassment,40,88,Online Harassment,Medium,IPC 509,"pathetic"
761,"Shut up, you're embarrassing yourself.",Harassment,42,89,Online Harassment,Medium,IPC 509,"shut up, embarrassing"
762,"You better watch what you say next.",High-Risk Threat,68,94,Criminal Threat,High,IPC 506,"watch what you say"
763,"Ignore me one more time and you'll regret it.",High-Risk Threat,72,95,Criminal Threat,High,IPC 506,"regret"
764,"This won't end well for you if you keep going.",High-Risk Threat,75,96,Criminal Threat,High,IPC 506,"won't end well"
765,"You think you're safe? Think again.",High-Risk Threat,78,97,Criminal Threat,High,IPC 506,"safe"
766,"I'll make sure you pay for this.",High-Risk Threat,82,98,Criminal Threat,Critical,IPC 506,"pay for this"
767,"Your life is about to get very difficult.",High-Risk Threat,85,98,Criminal Threat,Critical,IPC 506,"difficult"
768,"Keep talking and see what happens.",High-Risk Threat,88,98,Criminal Threat,Critical,IPC 506,"see what happens"
769,"You have no idea what's coming for you.",High-Risk Threat,90,99,Criminal Threat,Critical,IPC 506,"coming for you"
770,"This is your final warning, don't test me.",High-Risk Threat,92,99,Criminal Threat,Critical,IPC 506,"final warning"
771,"Yo, can you help me with this quick?",Safe,4,94,None,None,None,""
772,"Thanks in advance for the info!",Safe,3,95,None,None,None,""
773,"You're being unnecessarily difficult.",Mild Toxicity,15,73,Online Harassment,Low,IPC 509,"difficult"
774,"Stop wasting everyone's time.",Mild Toxicity,17,75,Online Harassment,Low,IPC 509,"wasting time"
775,"Why are you always this annoying?",Mild Toxicity,19,77,Online Harassment,Low,IPC 509,"annoying"
776,"You're honestly kind of a joke.",Harassment,33,82,Online Harassment,Medium,IPC 509,"joke"
777,"No one takes you seriously anymore.",Harassment,36,84,Online Harassment,Medium,IPC 509,"no one takes seriously"
778,"You're a complete failure at life.",Harassment,39,86,Online Harassment,Medium,IPC 509,"failure"
779,"Just stop talking, you're worthless.",Harassment,41,88,Online Harassment,Medium,IPC 509,"worthless"
780,"Everyone would be happier without you.",Harassment,43,89,Online Harassment,Medium,IPC 509,"happier without you"
781,"You better back off right now.",High-Risk Threat,70,94,Criminal Threat,High,IPC 506,"back off"
782,"One more word and you're finished.",High-Risk Threat,74,95,Criminal Threat,High,IPC 506,"finished"
783,"You don't want to see what I can do.",High-Risk Threat,78,96,Criminal Threat,High,IPC 506,"what I can do"
784,"Your time is running out fast.",High-Risk Threat,82,97,Criminal Threat,Critical,IPC 506,"running out"
785,"I'll destroy everything you have.",High-Risk Threat,86,98,Criminal Threat,Critical,IPC 506,"destroy"
786,"You can't hide forever.",High-Risk Threat,89,98,Criminal Threat,Critical,IPC 506,"hide"
787,"This ends when I say it ends.",High-Risk Threat,91,99,Criminal Threat,Critical,IPC 506,"ends"
788,"You should be very afraid right now.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"afraid"
789,"Please let me know when you arrive.",Safe,4,95,None,None,None,""
790,"No worries if you're busy, just reply later.",Safe,3,96,None,None,None,""
791,"You're starting to become really irritating.",Mild Toxicity,16,74,Online Harassment,Low,IPC 509,"irritating"
792,"Stop being such a pain in the ass.",Mild Toxicity,20,78,Online Harassment,Low,IPC 509,"pain"
793,"You're not as smart as you think.",Harassment,34,83,Online Harassment,Medium,IPC 509,"not smart"
794,"Everyone laughs at you behind your back.",Harassment,37,85,Online Harassment,Medium,IPC 509,"laughs at you"
795,"You're nothing but a disappointment.",Harassment,40,87,Online Harassment,Medium,IPC 509,"disappointment"
796,"Just go away, you're useless.",Harassment,42,88,Online Harassment,Medium,IPC 509,"go away, useless"
797,"You make everything worse.",Harassment,44,89,Online Harassment,Medium,IPC 509,"worse"
798,"Keep pushing and you'll regret it badly.",High-Risk Threat,76,96,Criminal Threat,High,IPC 506,"regret badly"
799,"Your luck is about to run out.",High-Risk Threat,80,97,Criminal Threat,Critical,IPC 506,"run out"
800,"You have no idea who you're messing with.",High-Risk Threat,84,98,Criminal Threat,Critical,IPC 506,"messing with"
801,"This will cost you everything.",High-Risk Threat,88,98,Criminal Threat,Critical,IPC 506,"cost everything"
802,"I'll make your life hell.",High-Risk Threat,91,99,Criminal Threat,Critical,IPC 506,"life hell"
803,"You can't run from this.",High-Risk Threat,93,99,Criminal Threat,Critical,IPC 506,"run"
804,"Your worst nightmare is just beginning.",High-Risk Threat,95,99,Criminal Threat,Critical,IPC 506,"nightmare"
805,"Hi, do you have a minute to chat?",Safe,3,95,None,None,None,""
806,"Thanks for the quick response!",Safe,2,96,None,None,None,""
807,"You're getting really frustrating now.",Mild Toxicity,15,73,Online Harassment,Low,IPC 509,"frustrating"
808,"Why do you have to be so annoying?",Mild Toxicity,18,76,Online Harassment,Low,IPC 509,"annoying"
